age_range,gender,income_range,location,ad_type,ad_topic,ctr,conversion_rate,conv_per_impr,ub
25-35,Other,75k-100k,Rural,Video,Food,0.0412,0.0803,0.0033083599999999998,5000
25-35,Other,75k-100k,Rural,Video,Technology,0.0354,0.1414,0.00500556,5000
25-35,Other,75k-100k,Rural,Video,Travel,0.033,0.25095,0.00828135,5000
25-35,Other,75k-100k,Suburban,Banner,Fashion,0.0599,0.1671,0.01000929,5000
25-35,Other,75k-100k,Suburban,Banner,Finance,0.0426,0.118,0.0050268,5000
25-35,Other,75k-100k,Suburban,Native,Finance,0.0381,0.0227,0.0008648700000000001,5000
25-35,Other,75k-100k,Suburban,Native,Technology,0.03245,0.1154,0.00374473,5000
25-35,Other,75k-100k,Suburban,Video,Fashion,0.0759,0.0256,0.00194304,5000
25-35,Other,75k-100k,Suburban,Video,Food,0.03765,0.24195,0.009109417500000001,5000
25-35,Other,75k-100k,Urban,Banner,Fashion,0.041,0.3039,0.012459900000000001,5000
25-35,Other,75k-100k,Urban,Banner,Finance,0.0289,0.1674,0.004837859999999999,5000
25-35,Other,75k-100k,Urban,Native,Fashion,0.0442,0.1606,0.0070985200000000005,5000
25-35,Other,75k-100k,Urban,Native,Technology,0.0436,0.1673,0.00729428,5000
25-35,Other,75k-100k,Urban,Native,Travel,0.0575,0.1142,0.0065665,5000
25-35,Other,75k-100k,Urban,Text,Technology,0.0609,0.1346,0.00819714,5000
25-35,Other,75k-100k,Urban,Video,Fashion,0.0292,0.1231,0.00359452,5000
25-35,Other,75k-100k,Urban,Video,Finance,0.0371,0.2144,0.007954240000000001,5000
35-50,Female,0-25k,Rural,Banner,Fashion,0.061425,0.22665,0.013921976249999999,5000
35-50,Female,0-25k,Rural,Banner,Finance,0.045649999999999996,0.26895,0.0122775675,5000
35-50,Female,0-25k,Rural,Banner,Food,0.0457,0.17203333333333334,0.007861923333333333,5000
35-50,Female,0-25k,Rural,Banner,Health,0.049100000000000005,0.14579999999999999,0.00715878,5000
35-50,Female,0-25k,Rural,Banner,Technology,0.0576,0.0345,0.0019872,5000
35-50,Female,0-25k,Rural,Banner,Travel,0.04015,0.25925,0.010408887499999998,5000
35-50,Female,0-25k,Rural,Native,Finance,0.0159,0.119,0.0018921,5000
35-50,Female,0-25k,Rural,Native,Food,0.04705,0.22435,0.0105556675,5000
35-50,Female,0-25k,Rural,Native,Technology,0.1118,0.1729,0.01933022,5000
35-50,Female,0-25k,Rural,Native,Travel,0.0458,0.22425,0.010270650000000001,5000
35-50,Female,0-25k,Rural,Text,Fashion,0.0204,0.2053,0.004188120000000001,5000
35-50,Female,0-25k,Rural,Text,Finance,0.022575,0.2205,0.004977787500000001,5000
35-50,Female,0-25k,Rural,Text,Food,0.0343,0.1515,0.005196449999999999,5000
35-50,Female,0-25k,Rural,Text,Health,0.0647,0.0812,0.0052536399999999995,5000
35-50,Female,0-25k,Rural,Text,Travel,0.028499999999999998,0.2029,0.005782649999999999,5000
35-50,Female,0-25k,Rural,Video,Fashion,0.0664,0.20823333333333335,0.013826693333333334,5000
35-50,Female,0-25k,Rural,Video,Finance,0.05885,0.14279999999999998,0.00840378,5000
35-50,Female,0-25k,Rural,Video,Food,0.04663333333333333,0.3040333333333333,0.014178087777777777,5000
35-50,Female,0-25k,Rural,Video,Health,0.051750000000000004,0.1626,0.00841455,5000
35-50,Female,0-25k,Rural,Video,Technology,0.04055,0.3147,0.012761085,5000
35-50,Female,0-25k,Rural,Video,Travel,0.029225,0.3155,0.009220487500000001,5000
35-50,Female,0-25k,Suburban,Banner,Fashion,0.049800000000000004,0.16336666666666666,0.008135660000000001,5000
35-50,Female,0-25k,Suburban,Banner,Finance,0.0492,0.4912,0.02416704,5000
35-50,Female,0-25k,Suburban,Banner,Food,0.0572,0.15576666666666666,0.008909853333333334,5000
35-50,Female,0-25k,Suburban,Banner,Travel,0.04738571428571429,0.2179,0.010325347142857143,5000
35-50,Female,0-25k,Suburban,Native,Fashion,0.046,0.2663,0.012249799999999998,5000
35-50,Female,0-25k,Suburban,Native,Finance,0.04815,0.12865000000000001,0.006194497500000001,5000
35-50,Female,0-25k,Suburban,Native,Food,0.0331,0.4765,0.01577215,5000
35-50,Female,0-25k,Suburban,Native,Health,0.038875,0.262175,0.010192053125,5000
35-50,Female,0-25k,Suburban,Native,Technology,0.0191,0.16935,0.003234585,5000
35-50,Female,0-25k,Suburban,Native,Travel,0.0655,0.1693,0.01108915,5000
35-50,Female,0-25k,Suburban,Text,Travel,0.0324,0.4401,0.01425924,5000
35-50,Female,0-25k,Suburban,Video,Fashion,0.0477,0.2936,0.014004720000000002,5000
35-50,Female,0-25k,Suburban,Video,Finance,0.02325,0.1925,0.0044756250000000004,5000
35-50,Female,0-25k,Suburban,Video,Food,0.0482,0.36585,0.01763397,5000
35-50,Female,0-25k,Suburban,Video,Health,0.0409,0.1609,0.0065808099999999994,5000
35-50,Female,0-25k,Suburban,Video,Technology,0.026449999999999998,0.18805,0.004973922499999999,5000
35-50,Female,0-25k,Suburban,Video,Travel,0.0833,0.2681,0.02233273,5000
35-50,Female,0-25k,Urban,Banner,Fashion,0.04365,0.11710000000000001,0.005111415,5000
35-50,Female,0-25k,Urban,Banner,Finance,0.0605,0.21156666666666668,0.012799783333333333,5000
35-50,Female,0-25k,Urban,Banner,Food,0.03913333333333333,0.19593333333333332,0.007667524444444444,5000
35-50,Female,0-25k,Urban,Banner,Health,0.0844,0.2159,0.018221960000000002,5000
35-50,Female,0-25k,Urban,Banner,Technology,0.03455,0.24155,0.008345552499999999,5000
35-50,Female,0-25k,Urban,Banner,Travel,0.05545,0.04475,0.0024813875,5000
35-50,Female,0-25k,Urban,Native,Fashion,0.0694,0.2924,0.02029256,5000
35-50,Female,0-25k,Urban,Native,Finance,0.0537,0.12736666666666666,0.0068395899999999996,5000
35-50,Female,0-25k,Urban,Native,Food,0.0786,0.4502,0.03538572,5000
35-50,Female,0-25k,Urban,Native,Health,0.05723333333333333,0.22153333333333333,0.01267909111111111,5000
35-50,Female,0-25k,Urban,Native,Travel,0.06453333333333333,0.19236666666666666,0.012414062222222222,5000
35-50,Female,0-25k,Urban,Text,Fashion,0.04765,0.2788,0.01328482,5000
35-50,Female,0-25k,Urban,Text,Finance,0.039,0.1685,0.0065715,5000
35-50,Female,0-25k,Urban,Text,Food,0.06275,0.2599,0.016308725,5000
35-50,Female,0-25k,Urban,Text,Health,0.0639,0.2687,0.01716993,5000
35-50,Female,0-25k,Urban,Text,Technology,0.0883,0.4573,0.04037959,5000
35-50,Female,0-25k,Urban,Text,Travel,0.04495,0.15905,0.0071492974999999995,5000
35-50,Female,0-25k,Urban,Video,Fashion,0.0115,0.2173,0.0024989499999999998,5000
35-50,Female,0-25k,Urban,Video,Finance,0.0708,0.27895,0.01974966,5000
35-50,Female,0-25k,Urban,Video,Food,0.0331,0.0545,0.00180395,5000
35-50,Female,0-25k,Urban,Video,Health,0.07203333333333334,0.19633333333333333,0.014142544444444445,5000
35-50,Female,0-25k,Urban,Video,Technology,0.035475,0.193525,0.006865299375,5000
35-50,Female,0-25k,Urban,Video,Travel,0.05995,0.1041,0.006240795,5000
35-50,Female,25k-50k,Rural,Banner,Fashion,0.05348888888888889,0.16924444444444445,0.009052697283950618,5000
35-50,Female,25k-50k,Rural,Banner,Finance,0.04484285714285714,0.14862857142857142,0.006664929795918367,5000
35-50,Female,25k-50k,Rural,Banner,Food,0.05101666666666666,0.19616666666666668,0.010007769444444444,5000
35-50,Female,25k-50k,Rural,Banner,Health,0.037849999999999995,0.19340000000000002,0.00732019,5000
35-50,Female,25k-50k,Rural,Banner,Technology,0.04227142857142857,0.18837142857142858,0.007962729387755102,5000
35-50,Female,25k-50k,Rural,Banner,Travel,0.06515714285714286,0.2352857142857143,0.015330544897959184,5000
35-50,Female,25k-50k,Rural,Native,Fashion,0.05444444444444444,0.23363333333333333,0.012720037037037037,5000
35-50,Female,25k-50k,Rural,Native,Finance,0.0419875,0.2407875,0.010110065156249999,5000
35-50,Female,25k-50k,Rural,Native,Food,0.050899999999999994,0.15215454545454546,0.007744666363636363,5000
35-50,Female,25k-50k,Rural,Native,Health,0.07406666666666667,0.1998,0.01479852,5000
35-50,Female,25k-50k,Rural,Native,Technology,0.03557777777777778,0.13944444444444443,0.004961123456790123,5000
35-50,Female,25k-50k,Rural,Native,Travel,0.04554285714285714,0.22361428571428574,0.010184033469387756,5000
35-50,Female,25k-50k,Rural,Text,Fashion,0.0434,0.2083625,0.0090429325,5000
35-50,Female,25k-50k,Rural,Text,Finance,0.04955,0.19416,0.009620627999999999,5000
35-50,Female,25k-50k,Rural,Text,Health,0.04994,0.19182,0.0095794908,5000
35-50,Female,25k-50k,Rural,Text,Technology,0.04887142857142857,0.23235714285714287,0.011355625510204083,5000
35-50,Female,25k-50k,Rural,Text,Travel,0.05145999999999999,0.24035,0.012368411,5000
35-50,Female,25k-50k,Rural,Video,Fashion,0.06286666666666667,0.20345,0.012790223333333333,5000
35-50,Female,25k-50k,Rural,Video,Finance,0.056354545454545456,0.18238181818181817,0.010278044462809917,5000
35-50,Female,25k-50k,Rural,Video,Food,0.04995,0.221075,0.01104269625,5000
35-50,Female,25k-50k,Rural,Video,Health,0.04661111111111111,0.1802777777777778,0.008402947530864197,5000
35-50,Female,25k-50k,Rural,Video,Technology,0.058179999999999996,0.17598,0.0102385164,5000
35-50,Female,25k-50k,Rural,Video,Travel,0.05106363636363636,0.22670909090909094,0.011576590578512397,5000
35-50,Female,25k-50k,Suburban,Banner,Fashion,0.03907,0.28045,0.0109571815,5000
35-50,Female,25k-50k,Suburban,Banner,Finance,0.0533,0.2309875,0.01231163375,5000
35-50,Female,25k-50k,Suburban,Banner,Food,0.0824,0.16865,0.01389676,5000
35-50,Female,25k-50k,Suburban,Banner,Health,0.04813636363636364,0.21273636363636364,0.010240354958677686,5000
35-50,Female,25k-50k,Suburban,Banner,Technology,0.04481,0.16054,0.0071937974,5000
35-50,Female,25k-50k,Suburban,Banner,Travel,0.0483625,0.2056375,0.00994514359375,5000
35-50,Female,25k-50k,Suburban,Native,Fashion,0.050012499999999994,0.1664,0.008322079999999999,5000
35-50,Female,25k-50k,Suburban,Native,Finance,0.04023846153846154,0.22435384615384615,0.009027653609467456,5000
35-50,Female,25k-50k,Suburban,Native,Food,0.06018333333333333,0.2782833333333333,0.01674801861111111,5000
35-50,Female,25k-50k,Suburban,Native,Health,0.05615,0.25625,0.014388437499999998,5000
35-50,Female,25k-50k,Suburban,Native,Technology,0.0497,0.25246,0.012547262000000002,5000
35-50,Female,25k-50k,Suburban,Native,Travel,0.0509,0.2139333333333333,0.010889206666666665,5000
35-50,Female,25k-50k,Suburban,Text,Fashion,0.04683333333333333,0.1624,0.007605733333333332,5000
35-50,Female,25k-50k,Suburban,Text,Finance,0.0560125,0.2315625,0.01297039453125,5000
35-50,Female,25k-50k,Suburban,Text,Food,0.044120000000000006,0.20316,0.008963419200000001,5000
35-50,Female,25k-50k,Suburban,Text,Health,0.0514,0.24234,0.012456276,5000
35-50,Female,25k-50k,Suburban,Text,Technology,0.050249999999999996,0.26505,0.0133187625,5000
35-50,Female,25k-50k,Suburban,Text,Travel,0.06345,0.2714125,0.017221123125,5000
35-50,Female,25k-50k,Suburban,Video,Fashion,0.041075,0.204125,0.008384434375,5000
35-50,Female,25k-50k,Suburban,Video,Finance,0.03365,0.19941666666666666,0.006710370833333333,5000
35-50,Female,25k-50k,Suburban,Video,Food,0.06322222222222224,0.14874444444444446,0.009403954320987657,5000
35-50,Female,25k-50k,Suburban,Video,Health,0.06715,0.1349125,0.009059374375,5000
35-50,Female,25k-50k,Suburban,Video,Technology,0.051928571428571435,0.17788571428571429,0.009237351020408164,5000
35-50,Female,25k-50k,Suburban,Video,Travel,0.04973333333333333,0.14971666666666666,0.007445908888888888,5000
35-50,Female,25k-50k,Urban,Banner,Fashion,0.039139999999999994,0.18299,0.0071622286,5000
35-50,Female,25k-50k,Urban,Banner,Finance,0.054266666666666664,0.2972666666666666,0.016131671111111107,5000
35-50,Female,25k-50k,Urban,Banner,Food,0.05566923076923077,0.2627769230769231,0.014628589171597633,5000
35-50,Female,25k-50k,Urban,Banner,Health,0.04959090909090909,0.22465454545454547,0.011140823140495868,5000
35-50,Female,25k-50k,Urban,Banner,Technology,0.05031,0.16345,0.0082231695,5000
35-50,Female,25k-50k,Urban,Banner,Travel,0.0636,0.220925,0.014050830000000002,5000
35-50,Female,25k-50k,Urban,Native,Fashion,0.032466666666666665,0.1309833333333333,0.004252592222222221,5000
35-50,Female,25k-50k,Urban,Native,Finance,0.06021111111111112,0.2764888888888889,0.016647703209876547,5000
35-50,Female,25k-50k,Urban,Native,Food,0.06322857142857143,0.16415714285714286,0.010379421632653062,5000
35-50,Female,25k-50k,Urban,Native,Health,0.05175,0.24212499999999998,0.012529968749999999,5000
35-50,Female,25k-50k,Urban,Native,Technology,0.06968,0.19974,0.013917883200000002,5000
35-50,Female,25k-50k,Urban,Native,Travel,0.055999999999999994,0.1903,0.0106568,5000
35-50,Female,25k-50k,Urban,Text,Fashion,0.05007142857142858,0.15907142857142856,0.007964933673469388,5000
35-50,Female,25k-50k,Urban,Text,Finance,0.055785714285714286,0.22788571428571427,0.012712767346938774,5000
35-50,Female,25k-50k,Urban,Text,Food,0.04727272727272727,0.16986363636363636,0.0080299173553719,5000
35-50,Female,25k-50k,Urban,Text,Health,0.0449,0.19049999999999997,0.008553449999999999,5000
35-50,Female,25k-50k,Urban,Text,Technology,0.04834,0.17964,0.0086837976,5000
35-50,Female,25k-50k,Urban,Text,Travel,0.0550125,0.122275,0.0067266534375,5000
35-50,Female,25k-50k,Urban,Video,Fashion,0.05562307692307693,0.1639846153846154,0.009121328875739647,5000
35-50,Female,25k-50k,Urban,Video,Finance,0.05084999999999999,0.22954,0.011672108999999998,5000
35-50,Female,25k-50k,Urban,Video,Food,0.04592,0.2016,0.009257472000000001,5000
35-50,Female,25k-50k,Urban,Video,Health,0.03638888888888889,0.24045555555555553,0.00874991049382716,5000
35-50,Female,25k-50k,Urban,Video,Technology,0.06144000000000001,0.25142000000000003,0.015447244800000004,5000
35-50,Female,25k-50k,Urban,Video,Travel,0.0526,0.24603333333333333,0.012941353333333332,5000
35-50,Female,50k-75k,Rural,Banner,Fashion,0.0605,0.23671999999999999,0.014321559999999999,5000
35-50,Female,50k-75k,Rural,Banner,Finance,0.04718571428571428,0.20624285714285714,0.009731716530612245,5000
35-50,Female,50k-75k,Rural,Banner,Food,0.05431428571428571,0.18921428571428572,0.010277038775510203,5000
35-50,Female,50k-75k,Rural,Banner,Health,0.05227,0.16892000000000001,0.0088294484,5000
35-50,Female,50k-75k,Rural,Banner,Technology,0.04254,0.17346,0.0073789884000000005,5000
35-50,Female,50k-75k,Rural,Banner,Travel,0.05027142857142857,0.18577142857142856,0.009338995102040816,5000
35-50,Female,50k-75k,Rural,Native,Fashion,0.05197142857142857,0.21865714285714286,0.011363924081632653,5000
35-50,Female,50k-75k,Rural,Native,Finance,0.05495,0.153275,0.008422461249999999,5000
35-50,Female,50k-75k,Rural,Native,Food,0.05134117647058824,0.20812941176470587,0.010685608858131487,5000
35-50,Female,50k-75k,Rural,Native,Health,0.05345,0.22995,0.012290827499999999,5000
35-50,Female,50k-75k,Rural,Native,Technology,0.05064,0.16789,0.0085019496,5000
35-50,Female,50k-75k,Rural,Native,Travel,0.071825,0.1988,0.014278810000000001,5000
35-50,Female,50k-75k,Rural,Text,Fashion,0.051,0.21595,0.01101345,5000
35-50,Female,50k-75k,Rural,Text,Finance,0.0494,0.1773,0.00875862,5000
35-50,Female,50k-75k,Rural,Text,Food,0.04951428571428572,0.2369857142857143,0.01173417836734694,5000
35-50,Female,50k-75k,Rural,Text,Health,0.05975555555555556,0.1313777777777778,0.007850552098765434,5000
35-50,Female,50k-75k,Rural,Text,Technology,0.051366666666666665,0.14213333333333333,0.007300915555555555,5000
35-50,Female,50k-75k,Rural,Text,Travel,0.05853333333333334,0.2954111111111111,0.01729139703703704,5000
35-50,Female,50k-75k,Rural,Video,Fashion,0.061274999999999996,0.19798749999999998,0.012131684062499998,5000
35-50,Female,50k-75k,Rural,Video,Finance,0.05419999999999999,0.27275714285714286,0.014783437142857141,5000
35-50,Female,50k-75k,Rural,Video,Food,0.042583333333333334,0.2229,0.009491824999999999,5000
35-50,Female,50k-75k,Rural,Video,Health,0.06568,0.22708,0.014914614400000002,5000
35-50,Female,50k-75k,Rural,Video,Technology,0.043916666666666666,0.22258333333333336,0.009775118055555556,5000
35-50,Female,50k-75k,Rural,Video,Travel,0.06626666666666667,0.12133333333333333,0.008040355555555555,5000
35-50,Female,50k-75k,Suburban,Banner,Fashion,0.049666666666666665,0.22213333333333335,0.011032622222222222,5000
35-50,Female,50k-75k,Suburban,Banner,Finance,0.03286,0.30844000000000005,0.0101353384,5000
35-50,Female,50k-75k,Suburban,Banner,Food,0.05547,0.15842,0.0087875574,5000
35-50,Female,50k-75k,Suburban,Banner,Health,0.05715,0.17459,0.0099778185,5000
35-50,Female,50k-75k,Suburban,Banner,Technology,0.04913,0.16116999999999998,0.007918282099999998,5000
35-50,Female,50k-75k,Suburban,Banner,Travel,0.0506375,0.1612625,0.008165929843750001,5000
35-50,Female,50k-75k,Suburban,Native,Fashion,0.044,0.1204,0.0052975999999999995,5000
35-50,Female,50k-75k,Suburban,Native,Finance,0.05006000000000001,0.23090000000000002,0.011558854000000002,5000
35-50,Female,50k-75k,Suburban,Native,Food,0.05132857142857143,0.22575714285714285,0.011587791632653062,5000
35-50,Female,50k-75k,Suburban,Native,Health,0.05248333333333333,0.21605,0.011339024166666666,5000
35-50,Female,50k-75k,Suburban,Native,Technology,0.04597777777777778,0.1991777777777778,0.009157751604938272,5000
35-50,Female,50k-75k,Suburban,Native,Travel,0.046450000000000005,0.203725,0.009463026250000001,5000
35-50,Female,50k-75k,Suburban,Text,Fashion,0.03922857142857143,0.2779857142857143,0.010904982448979592,5000
35-50,Female,50k-75k,Suburban,Text,Finance,0.0464875,0.1462,0.0067964725,5000
35-50,Female,50k-75k,Suburban,Text,Food,0.054542857142857136,0.22905714285714285,0.01249343102040816,5000
35-50,Female,50k-75k,Suburban,Text,Health,0.03066,0.3214,0.009854124,5000
35-50,Female,50k-75k,Suburban,Text,Technology,0.0575375,0.1991375,0.011457873906249999,5000
35-50,Female,50k-75k,Suburban,Text,Travel,0.0587,0.183375,0.0107641125,5000
35-50,Female,50k-75k,Suburban,Video,Fashion,0.04715454545454545,0.17367272727272728,0.008189458512396693,5000
35-50,Female,50k-75k,Suburban,Video,Finance,0.05366,0.24148,0.012957816799999999,5000
35-50,Female,50k-75k,Suburban,Video,Food,0.05155,0.1460875,0.007530810625,5000
35-50,Female,50k-75k,Suburban,Video,Health,0.05053333333333334,0.2387,0.012062306666666668,5000
35-50,Female,50k-75k,Suburban,Video,Technology,0.06121666666666667,0.222,0.0135901,5000
35-50,Female,50k-75k,Suburban,Video,Travel,0.04908,0.24450000000000002,0.012000060000000002,5000
35-50,Female,50k-75k,Urban,Banner,Fashion,0.056485714285714285,0.10550000000000001,0.005959242857142858,5000
35-50,Female,50k-75k,Urban,Banner,Finance,0.05461111111111111,0.1358,0.007416188888888889,5000
35-50,Female,50k-75k,Urban,Banner,Food,0.06085,0.143025,0.008703071250000001,5000
35-50,Female,50k-75k,Urban,Banner,Health,0.04118333333333333,0.16658333333333333,0.006860456944444444,5000
35-50,Female,50k-75k,Urban,Banner,Technology,0.05081,0.19732,0.0100258292,5000
35-50,Female,50k-75k,Urban,Banner,Travel,0.04661818181818182,0.1546909090909091,0.007211408925619836,5000
35-50,Female,50k-75k,Urban,Native,Fashion,0.0626,0.2095,0.0131147,5000
35-50,Female,50k-75k,Urban,Native,Finance,0.03643333333333333,0.2652,0.00966212,5000
35-50,Female,50k-75k,Urban,Native,Food,0.046825,0.18305000000000002,0.00857131625,5000
35-50,Female,50k-75k,Urban,Native,Health,0.0564875,0.133425,0.0075368446875,5000
35-50,Female,50k-75k,Urban,Native,Technology,0.051666666666666666,0.24844166666666667,0.012836152777777778,5000
35-50,Female,50k-75k,Urban,Native,Travel,0.06013333333333334,0.3232833333333333,0.019440104444444443,5000
35-50,Female,50k-75k,Urban,Text,Fashion,0.042475,0.1985875,0.0084350040625,5000
35-50,Female,50k-75k,Urban,Text,Finance,0.046,0.175825,0.00808795,5000
35-50,Female,50k-75k,Urban,Text,Food,0.0659,0.23178333333333334,0.015274521666666667,5000
35-50,Female,50k-75k,Urban,Text,Health,0.0621,0.1329875,0.008258523750000002,5000
35-50,Female,50k-75k,Urban,Text,Technology,0.04875714285714285,0.2094,0.010209745714285713,5000
35-50,Female,50k-75k,Urban,Text,Travel,0.04313,0.21391,0.0092259383,5000
35-50,Female,50k-75k,Urban,Video,Fashion,0.05475,0.19595,0.0107282625,5000
35-50,Female,50k-75k,Urban,Video,Finance,0.0527,0.20295000000000002,0.010695465000000001,5000
35-50,Female,50k-75k,Urban,Video,Food,0.056683333333333336,0.21678333333333333,0.012288001944444444,5000
35-50,Female,50k-75k,Urban,Video,Health,0.0532,0.1441222222222222,0.007667302222222221,5000
35-50,Female,50k-75k,Urban,Video,Technology,0.04435555555555556,0.21482222222222222,0.009528559012345679,5000
35-50,Female,50k-75k,Urban,Video,Travel,0.04332857142857143,0.1659,0.00718821,5000
35-50,Female,75k-100k,Rural,Banner,Fashion,0.0242,0.2846,0.006887320000000001,5000
35-50,Female,75k-100k,Rural,Banner,Finance,0.06305,0.32615,0.020563757499999998,5000
35-50,Female,75k-100k,Rural,Banner,Food,0.049850000000000005,0.15055,0.0075049175000000004,5000
35-50,Female,75k-100k,Rural,Native,Fashion,0.0702,0.24526666666666666,0.01721772,5000
35-50,Female,75k-100k,Rural,Native,Finance,0.0418,0.2112,0.00882816,5000
35-50,Female,75k-100k,Rural,Native,Health,0.0477,0.06125,0.0029216249999999997,5000
35-50,Female,75k-100k,Rural,Native,Technology,0.0704,0.1674,0.01178496,5000
35-50,Female,75k-100k,Rural,Native,Travel,0.0691,0.1256,0.00867896,5000
35-50,Female,75k-100k,Rural,Text,Fashion,0.0643,0.3272,0.02103896,5000
35-50,Female,75k-100k,Rural,Text,Finance,0.05993333333333333,0.17896666666666664,0.010726068888888886,5000
35-50,Female,75k-100k,Rural,Text,Food,0.02175,0.28445,0.006186787499999999,5000
35-50,Female,75k-100k,Rural,Text,Health,0.06715,0.0742,0.004982530000000001,5000
35-50,Female,75k-100k,Rural,Text,Technology,0.03,0.12595,0.0037785,5000
35-50,Female,75k-100k,Rural,Text,Travel,0.031849999999999996,0.26765,0.008524652499999999,5000
35-50,Female,75k-100k,Rural,Video,Fashion,0.0556,0.2818,0.015668079999999997,5000
35-50,Female,75k-100k,Rural,Video,Food,0.0601,0.181525,0.0109096525,5000
35-50,Female,75k-100k,Rural,Video,Technology,0.04243333333333333,0.2848333333333333,0.012086427777777776,5000
35-50,Female,75k-100k,Rural,Video,Travel,0.035449999999999995,0.283375,0.010045643749999998,5000
35-50,Female,75k-100k,Suburban,Banner,Fashion,0.06,0.2303,0.013818,5000
35-50,Female,75k-100k,Suburban,Banner,Technology,0.0333,0.2395,0.00797535,5000
35-50,Female,75k-100k,Suburban,Banner,Travel,0.034949999999999995,0.037099999999999994,0.0012966449999999997,5000
35-50,Female,75k-100k,Suburban,Native,Fashion,0.042366666666666664,0.1722,0.007295539999999999,5000
35-50,Female,75k-100k,Suburban,Native,Finance,0.07604999999999999,0.0998,0.007589789999999999,5000
35-50,Female,75k-100k,Suburban,Native,Food,0.058719999999999994,0.18986,0.0111485792,5000
35-50,Female,75k-100k,Suburban,Native,Health,0.0416,0.0551,0.00229216,5000
35-50,Female,75k-100k,Suburban,Native,Technology,0.0575,0.3381,0.019440750000000003,5000
35-50,Female,75k-100k,Suburban,Native,Travel,0.041550000000000004,0.20190000000000002,0.008388945000000002,5000
35-50,Female,75k-100k,Suburban,Text,Fashion,0.0569,0.4138,0.02354522,5000
35-50,Female,75k-100k,Suburban,Text,Finance,0.044675,0.25460000000000005,0.011374255000000002,5000
35-50,Female,75k-100k,Suburban,Text,Food,0.0445,0.1905,0.00847725,5000
35-50,Female,75k-100k,Suburban,Text,Health,0.056,0.16265000000000002,0.009108400000000001,5000
35-50,Female,75k-100k,Suburban,Text,Technology,0.0584,0.13526666666666667,0.007899573333333333,5000
35-50,Female,75k-100k,Suburban,Text,Travel,0.05602,0.16019999999999998,0.008974403999999998,5000
35-50,Female,75k-100k,Suburban,Video,Finance,0.0681,0.1301,0.00885981,5000
35-50,Female,75k-100k,Suburban,Video,Food,0.0485,0.1899,0.00921015,5000
35-50,Female,75k-100k,Suburban,Video,Health,0.045399999999999996,0.17935,0.00814249,5000
35-50,Female,75k-100k,Suburban,Video,Technology,0.0452,0.1492,0.006743839999999999,5000
35-50,Female,75k-100k,Suburban,Video,Travel,0.0377,0.2253666666666667,0.008496323333333333,5000
35-50,Female,75k-100k,Urban,Banner,Fashion,0.0502,0.0557,0.00279614,5000
35-50,Female,75k-100k,Urban,Banner,Finance,0.06455999999999999,0.18885999999999997,0.012192801599999997,5000
35-50,Female,75k-100k,Urban,Banner,Food,0.0366,0.256,0.0093696,5000
35-50,Female,75k-100k,Urban,Banner,Technology,0.05263333333333333,0.11436666666666666,0.006019498888888888,5000
35-50,Female,75k-100k,Urban,Banner,Travel,0.0584,0.1634,0.00954256,5000
35-50,Female,75k-100k,Urban,Native,Fashion,0.056633333333333334,0.21486666666666665,0.012168615555555555,5000
35-50,Female,75k-100k,Urban,Native,Finance,0.0663,0.1735,0.011503049999999999,5000
35-50,Female,75k-100k,Urban,Native,Food,0.0593,0.1647,0.009766710000000001,5000
35-50,Female,75k-100k,Urban,Native,Health,0.0728,0.322,0.023441600000000003,5000
35-50,Female,75k-100k,Urban,Native,Technology,0.05533333333333334,0.14516666666666667,0.008032555555555557,5000
35-50,Female,75k-100k,Urban,Native,Travel,0.0324,0.0572,0.00185328,5000
35-50,Female,75k-100k,Urban,Text,Fashion,0.04915,0.1391,0.006836765,5000
35-50,Female,75k-100k,Urban,Text,Finance,0.03585,0.18180000000000002,0.0065175300000000005,5000
35-50,Female,75k-100k,Urban,Text,Food,0.07405,0.24605,0.0182200025,5000
35-50,Female,75k-100k,Urban,Text,Health,0.03703333333333333,0.3579666666666667,0.013256698888888889,5000
35-50,Female,75k-100k,Urban,Text,Technology,0.06625,0.25805,0.0170958125,5000
35-50,Female,75k-100k,Urban,Text,Travel,0.07083333333333333,0.19446666666666665,0.013774722222222221,5000
35-50,Female,75k-100k,Urban,Video,Fashion,0.04845,0.20425,0.0098959125,5000
35-50,Female,75k-100k,Urban,Video,Finance,0.0382,0.12935000000000002,0.004941170000000001,5000
35-50,Female,75k-100k,Urban,Video,Health,0.045500000000000006,0.19383333333333333,0.008819416666666668,5000
35-50,Female,75k-100k,Urban,Video,Technology,0.0895,0.26105,0.023363975,5000
35-50,Female,75k-100k,Urban,Video,Travel,0.0479,0.24825,0.011891174999999999,5000
35-50,Female,100k+,Rural,Text,Fashion,0.0202,0.1883,0.00380366,5000
35-50,Female,100k+,Rural,Text,Technology,0.04975,0.0886,0.0044078500000000005,5000
35-50,Female,100k+,Suburban,Banner,Fashion,0.0271,0.2661,0.007211309999999999,5000
35-50,Female,100k+,Suburban,Native,Finance,0.0036,0.1581,0.00056916,5000
35-50,Female,100k+,Suburban,Text,Technology,0.0446,0.2095,0.0093437,5000
35-50,Female,100k+,Suburban,Video,Technology,0.0203,0.1353,0.0027465899999999997,5000
35-50,Female,100k+,Urban,Banner,Fashion,0.0449,0.0821,0.0036862900000000005,5000
35-50,Female,100k+,Urban,Text,Food,0.0507,0.3144,0.015940080000000002,5000
