age_range,gender,income_range,location,ad_type,ad_topic,ctr,conversion_rate,conv_per_impr,ub,allocated_impressions,expected_conversions
35-50,Female,0-25k,Suburban,Banner,Fashion,0.0498,0.1633666666666666,0.00813566,5000,0,0.0
35-50,Female,0-25k,Suburban,Banner,Finance,0.0492,0.4912,0.02416704,5000,5000,120.8352
35-50,Female,0-25k,Suburban,Banner,Food,0.0572,0.1557666666666666,0.0089098533333333,5000,0,0.0
35-50,Female,0-25k,Suburban,Banner,Travel,0.0473857142857142,0.2179,0.0103253471428571,5000,0,0.0
35-50,Female,0-25k,Suburban,Native,Fashion,0.046,0.2663,0.0122497999999999,5000,0,0.0
35-50,Female,0-25k,Suburban,Native,Finance,0.04815,0.12865,0.0061944975,5000,0,0.0
35-50,Female,0-25k,Suburban,Native,Food,0.0331,0.4765,0.01577215,5000,0,0.0
35-50,Female,0-25k,Suburban,Native,Health,0.038875,0.262175,0.010192053125,5000,0,0.0
35-50,Female,0-25k,Suburban,Native,Technology,0.0191,0.16935,0.003234585,5000,0,0.0
35-50,Female,0-25k,Suburban,Native,Travel,0.0655,0.1693,0.01108915,5000,0,0.0
35-50,Female,0-25k,Suburban,Text,Travel,0.0324,0.4401,0.01425924,5000,0,0.0
35-50,Female,0-25k,Suburban,Video,Fashion,0.0477,0.2936,0.01400472,5000,0,0.0
35-50,Female,0-25k,Suburban,Video,Finance,0.02325,0.1925,0.004475625,5000,0,0.0
35-50,Female,0-25k,Suburban,Video,Food,0.0482,0.36585,0.01763397,5000,0,0.0
35-50,Female,0-25k,Suburban,Video,Health,0.0409,0.1609,0.0065808099999999,5000,0,0.0
35-50,Female,0-25k,Suburban,Video,Technology,0.0264499999999999,0.18805,0.0049739224999999,5000,0,0.0
35-50,Female,0-25k,Suburban,Video,Travel,0.0833,0.2681,0.02233273,5000,5000,111.66364999999999
35-50,Female,0-25k,Urban,Banner,Fashion,0.04365,0.1171,0.005111415,5000,0,0.0
35-50,Female,0-25k,Urban,Banner,Finance,0.0605,0.2115666666666666,0.0127997833333333,5000,0,0.0
35-50,Female,0-25k,Urban,Banner,Food,0.0391333333333333,0.1959333333333333,0.0076675244444444,5000,0,0.0
35-50,Female,0-25k,Urban,Banner,Health,0.0844,0.2159,0.01822196,5000,5000,91.10979999999999
35-50,Female,0-25k,Urban,Banner,Technology,0.03455,0.24155,0.0083455524999999,5000,0,0.0
35-50,Female,0-25k,Urban,Banner,Travel,0.05545,0.04475,0.0024813875,5000,0,0.0
35-50,Female,0-25k,Urban,Native,Fashion,0.0694,0.2924,0.02029256,5000,5000,101.4628
35-50,Female,0-25k,Urban,Native,Finance,0.0537,0.1273666666666666,0.0068395899999999,5000,0,0.0
35-50,Female,0-25k,Urban,Native,Food,0.0786,0.4502,0.03538572,5000,5000,176.92860000000002
35-50,Female,0-25k,Urban,Native,Health,0.0572333333333333,0.2215333333333333,0.0126790911111111,5000,0,0.0
35-50,Female,0-25k,Urban,Native,Travel,0.0645333333333333,0.1923666666666666,0.0124140622222222,5000,0,0.0
35-50,Female,0-25k,Urban,Text,Fashion,0.04765,0.2788,0.01328482,5000,0,0.0
35-50,Female,0-25k,Urban,Text,Finance,0.039,0.1685,0.0065715,5000,0,0.0
35-50,Female,0-25k,Urban,Text,Food,0.06275,0.2599,0.016308725,5000,0,0.0
35-50,Female,0-25k,Urban,Text,Health,0.0639,0.2687,0.01716993,5000,0,0.0
35-50,Female,0-25k,Urban,Text,Technology,0.0883,0.4573,0.04037959,5000,5000,201.89795
35-50,Female,0-25k,Urban,Text,Travel,0.04495,0.15905,0.0071492974999999,5000,0,0.0
35-50,Female,0-25k,Urban,Video,Fashion,0.0115,0.2173,0.0024989499999999,5000,0,0.0
35-50,Female,0-25k,Urban,Video,Finance,0.0708,0.27895,0.01974966,5000,5000,98.7483
35-50,Female,0-25k,Urban,Video,Food,0.0331,0.0545,0.00180395,5000,0,0.0
35-50,Female,0-25k,Urban,Video,Health,0.0720333333333333,0.1963333333333333,0.0141425444444444,5000,0,0.0
35-50,Female,0-25k,Urban,Video,Technology,0.035475,0.193525,0.006865299375,5000,0,0.0
35-50,Female,0-25k,Urban,Video,Travel,0.05995,0.1041,0.006240795,5000,0,0.0
35-50,Female,25k-50k,Rural,Banner,Fashion,0.0534888888888888,0.1692444444444444,0.0090526972839506,5000,0,0.0
35-50,Female,25k-50k,Rural,Banner,Finance,0.0448428571428571,0.1486285714285714,0.0066649297959183,5000,0,0.0
35-50,Female,25k-50k,Rural,Banner,Food,0.0510166666666666,0.1961666666666666,0.0100077694444444,5000,0,0.0
35-50,Female,25k-50k,Rural,Banner,Health,0.0378499999999999,0.1934,0.00732019,5000,0,0.0
35-50,Female,25k-50k,Rural,Banner,Technology,0.0422714285714285,0.1883714285714285,0.0079627293877551,5000,0,0.0
35-50,Female,25k-50k,Rural,Banner,Travel,0.0651571428571428,0.2352857142857143,0.0153305448979591,5000,0,0.0
35-50,Female,25k-50k,Rural,Native,Fashion,0.0544444444444444,0.2336333333333333,0.012720037037037,5000,0,0.0
35-50,Female,25k-50k,Rural,Native,Finance,0.0419875,0.2407875,0.0101100651562499,5000,0,0.0
35-50,Female,25k-50k,Rural,Native,Food,0.0508999999999999,0.1521545454545454,0.0077446663636363,5000,0,0.0
35-50,Female,25k-50k,Rural,Native,Health,0.0740666666666666,0.1998,0.01479852,5000,0,0.0
35-50,Female,25k-50k,Rural,Native,Technology,0.0355777777777777,0.1394444444444444,0.0049611234567901,5000,0,0.0
35-50,Female,25k-50k,Rural,Native,Travel,0.0455428571428571,0.2236142857142857,0.0101840334693877,5000,0,0.0
35-50,Female,25k-50k,Rural,Text,Fashion,0.0434,0.2083625,0.0090429325,5000,0,0.0
35-50,Female,25k-50k,Rural,Text,Finance,0.04955,0.19416,0.0096206279999999,5000,0,0.0
35-50,Female,25k-50k,Rural,Text,Health,0.04994,0.19182,0.0095794908,5000,0,0.0
35-50,Female,25k-50k,Rural,Text,Technology,0.0488714285714285,0.2323571428571428,0.011355625510204,5000,0,0.0
35-50,Female,25k-50k,Rural,Text,Travel,0.0514599999999999,0.24035,0.012368411,5000,0,0.0
35-50,Female,25k-50k,Rural,Video,Fashion,0.0628666666666666,0.20345,0.0127902233333333,5000,0,0.0
35-50,Female,25k-50k,Rural,Video,Finance,0.0563545454545454,0.1823818181818181,0.0102780444628099,5000,0,0.0
35-50,Female,25k-50k,Rural,Video,Food,0.04995,0.221075,0.01104269625,5000,0,0.0
35-50,Female,25k-50k,Rural,Video,Health,0.0466111111111111,0.1802777777777778,0.0084029475308641,5000,0,0.0
35-50,Female,25k-50k,Rural,Video,Technology,0.0581799999999999,0.17598,0.0102385164,5000,0,0.0
35-50,Female,25k-50k,Rural,Video,Travel,0.0510636363636363,0.2267090909090909,0.0115765905785123,5000,0,0.0
35-50,Female,25k-50k,Suburban,Banner,Fashion,0.03907,0.28045,0.0109571815,5000,0,0.0
35-50,Female,25k-50k,Suburban,Banner,Finance,0.0533,0.2309875,0.01231163375,5000,0,0.0
35-50,Female,25k-50k,Suburban,Banner,Food,0.0824,0.16865,0.01389676,5000,0,0.0
35-50,Female,25k-50k,Suburban,Banner,Health,0.0481363636363636,0.2127363636363636,0.0102403549586776,5000,0,0.0
35-50,Female,25k-50k,Suburban,Banner,Technology,0.04481,0.16054,0.0071937974,5000,0,0.0
35-50,Female,25k-50k,Suburban,Banner,Travel,0.0483625,0.2056375,0.00994514359375,5000,0,0.0
35-50,Female,25k-50k,Suburban,Native,Fashion,0.0500124999999999,0.1664,0.0083220799999999,5000,0,0.0
35-50,Female,25k-50k,Suburban,Native,Finance,0.0402384615384615,0.2243538461538461,0.0090276536094674,5000,0,0.0
35-50,Female,25k-50k,Suburban,Native,Food,0.0601833333333333,0.2782833333333333,0.0167480186111111,5000,0,0.0
35-50,Female,25k-50k,Suburban,Native,Health,0.05615,0.25625,0.0143884374999999,5000,0,0.0
35-50,Female,25k-50k,Suburban,Native,Technology,0.0497,0.25246,0.012547262,5000,0,0.0
35-50,Female,25k-50k,Suburban,Native,Travel,0.0509,0.2139333333333333,0.0108892066666666,5000,0,0.0
35-50,Female,25k-50k,Suburban,Text,Fashion,0.0468333333333333,0.1624,0.0076057333333333,5000,0,0.0
35-50,Female,25k-50k,Suburban,Text,Finance,0.0560125,0.2315625,0.01297039453125,5000,0,0.0
35-50,Female,25k-50k,Suburban,Text,Food,0.04412,0.20316,0.0089634192,5000,0,0.0
35-50,Female,25k-50k,Suburban,Text,Health,0.0514,0.24234,0.012456276,5000,0,0.0
35-50,Female,25k-50k,Suburban,Text,Technology,0.0502499999999999,0.26505,0.0133187625,5000,0,0.0
35-50,Female,25k-50k,Suburban,Text,Travel,0.06345,0.2714125,0.017221123125,5000,0,0.0
35-50,Female,25k-50k,Suburban,Video,Fashion,0.041075,0.204125,0.008384434375,5000,0,0.0
35-50,Female,25k-50k,Suburban,Video,Finance,0.03365,0.1994166666666666,0.0067103708333333,5000,0,0.0
35-50,Female,25k-50k,Suburban,Video,Food,0.0632222222222222,0.1487444444444444,0.0094039543209876,5000,0,0.0
35-50,Female,25k-50k,Suburban,Video,Health,0.06715,0.1349125,0.009059374375,5000,0,0.0
35-50,Female,25k-50k,Suburban,Video,Technology,0.0519285714285714,0.1778857142857142,0.0092373510204081,5000,0,0.0
35-50,Female,25k-50k,Suburban,Video,Travel,0.0497333333333333,0.1497166666666666,0.0074459088888888,5000,0,0.0
35-50,Female,25k-50k,Urban,Banner,Fashion,0.0391399999999999,0.18299,0.0071622286,5000,0,0.0
35-50,Female,25k-50k,Urban,Banner,Finance,0.0542666666666666,0.2972666666666666,0.0161316711111111,5000,0,0.0
35-50,Female,25k-50k,Urban,Banner,Food,0.0556692307692307,0.2627769230769231,0.0146285891715976,5000,0,0.0
35-50,Female,25k-50k,Urban,Banner,Health,0.049590909090909,0.2246545454545454,0.0111408231404958,5000,0,0.0
35-50,Female,25k-50k,Urban,Banner,Technology,0.05031,0.16345,0.0082231695,5000,0,0.0
35-50,Female,25k-50k,Urban,Banner,Travel,0.0636,0.220925,0.01405083,5000,0,0.0
35-50,Female,25k-50k,Urban,Native,Fashion,0.0324666666666666,0.1309833333333333,0.0042525922222222,5000,0,0.0
35-50,Female,25k-50k,Urban,Native,Finance,0.0602111111111111,0.2764888888888889,0.0166477032098765,5000,0,0.0
35-50,Female,25k-50k,Urban,Native,Food,0.0632285714285714,0.1641571428571428,0.010379421632653,5000,0,0.0
35-50,Female,25k-50k,Urban,Native,Health,0.05175,0.2421249999999999,0.0125299687499999,5000,0,0.0
35-50,Female,25k-50k,Urban,Native,Technology,0.06968,0.19974,0.0139178832,5000,0,0.0
35-50,Female,25k-50k,Urban,Native,Travel,0.0559999999999999,0.1903,0.0106568,5000,0,0.0
35-50,Female,25k-50k,Urban,Text,Fashion,0.0500714285714285,0.1590714285714285,0.0079649336734693,5000,0,0.0
35-50,Female,25k-50k,Urban,Text,Finance,0.0557857142857142,0.2278857142857142,0.0127127673469387,5000,0,0.0
35-50,Female,25k-50k,Urban,Text,Food,0.0472727272727272,0.1698636363636363,0.0080299173553719,5000,0,0.0
35-50,Female,25k-50k,Urban,Text,Health,0.0449,0.1904999999999999,0.0085534499999999,5000,0,0.0
35-50,Female,25k-50k,Urban,Text,Technology,0.04834,0.17964,0.0086837976,5000,0,0.0
35-50,Female,25k-50k,Urban,Text,Travel,0.0550125,0.122275,0.0067266534375,5000,0,0.0
35-50,Female,25k-50k,Urban,Video,Fashion,0.0556230769230769,0.1639846153846154,0.0091213288757396,5000,0,0.0
35-50,Female,25k-50k,Urban,Video,Finance,0.0508499999999999,0.22954,0.0116721089999999,5000,0,0.0
35-50,Female,25k-50k,Urban,Video,Food,0.04592,0.2016,0.009257472,5000,0,0.0
35-50,Female,25k-50k,Urban,Video,Health,0.0363888888888888,0.2404555555555555,0.0087499104938271,5000,0,0.0
35-50,Female,25k-50k,Urban,Video,Technology,0.06144,0.25142,0.0154472448,5000,0,0.0
35-50,Female,25k-50k,Urban,Video,Travel,0.0526,0.2460333333333333,0.0129413533333333,5000,0,0.0
35-50,Female,50k-75k,Rural,Banner,Fashion,0.0605,0.2367199999999999,0.0143215599999999,5000,0,0.0
35-50,Female,50k-75k,Rural,Banner,Finance,0.0471857142857142,0.2062428571428571,0.0097317165306122,5000,0,0.0
35-50,Female,50k-75k,Rural,Banner,Food,0.0543142857142857,0.1892142857142857,0.0102770387755102,5000,0,0.0
35-50,Female,50k-75k,Rural,Banner,Health,0.05227,0.16892,0.0088294484,5000,0,0.0
35-50,Female,50k-75k,Rural,Banner,Technology,0.04254,0.17346,0.0073789884,5000,0,0.0
35-50,Female,50k-75k,Rural,Banner,Travel,0.0502714285714285,0.1857714285714285,0.0093389951020408,5000,0,0.0
35-50,Female,50k-75k,Rural,Native,Fashion,0.0519714285714285,0.2186571428571428,0.0113639240816326,5000,0,0.0
35-50,Female,50k-75k,Rural,Native,Finance,0.05495,0.153275,0.0084224612499999,5000,0,0.0
35-50,Female,50k-75k,Rural,Native,Food,0.0513411764705882,0.2081294117647058,0.0106856088581314,5000,0,0.0
35-50,Female,50k-75k,Rural,Native,Health,0.05345,0.22995,0.0122908274999999,5000,0,0.0
35-50,Female,50k-75k,Rural,Native,Technology,0.05064,0.16789,0.0085019496,5000,0,0.0
35-50,Female,50k-75k,Rural,Native,Travel,0.071825,0.1988,0.01427881,5000,0,0.0
35-50,Female,50k-75k,Rural,Text,Fashion,0.051,0.21595,0.01101345,5000,0,0.0
35-50,Female,50k-75k,Rural,Text,Finance,0.0494,0.1773,0.00875862,5000,0,0.0
35-50,Female,50k-75k,Rural,Text,Food,0.0495142857142857,0.2369857142857143,0.0117341783673469,5000,0,0.0
35-50,Female,50k-75k,Rural,Text,Health,0.0597555555555555,0.1313777777777778,0.0078505520987654,5000,0,0.0
35-50,Female,50k-75k,Rural,Text,Technology,0.0513666666666666,0.1421333333333333,0.0073009155555555,5000,0,0.0
35-50,Female,50k-75k,Rural,Text,Travel,0.0585333333333333,0.2954111111111111,0.017291397037037,5000,0,0.0
35-50,Female,50k-75k,Rural,Video,Fashion,0.0612749999999999,0.1979874999999999,0.0121316840624999,5000,0,0.0
35-50,Female,50k-75k,Rural,Video,Finance,0.0541999999999999,0.2727571428571428,0.0147834371428571,5000,0,0.0
35-50,Female,50k-75k,Rural,Video,Food,0.0425833333333333,0.2229,0.0094918249999999,5000,0,0.0
35-50,Female,50k-75k,Rural,Video,Health,0.06568,0.22708,0.0149146144,5000,0,0.0
35-50,Female,50k-75k,Rural,Video,Technology,0.0439166666666666,0.2225833333333333,0.0097751180555555,5000,0,0.0
35-50,Female,50k-75k,Rural,Video,Travel,0.0662666666666666,0.1213333333333333,0.0080403555555555,5000,0,0.0
35-50,Female,50k-75k,Suburban,Banner,Fashion,0.0496666666666666,0.2221333333333333,0.0110326222222222,5000,0,0.0
35-50,Female,50k-75k,Suburban,Banner,Finance,0.03286,0.30844,0.0101353384,5000,0,0.0
35-50,Female,50k-75k,Suburban,Banner,Food,0.05547,0.15842,0.0087875574,5000,0,0.0
35-50,Female,50k-75k,Suburban,Banner,Health,0.05715,0.17459,0.0099778185,5000,0,0.0
35-50,Female,50k-75k,Suburban,Banner,Technology,0.04913,0.1611699999999999,0.0079182820999999,5000,0,0.0
35-50,Female,50k-75k,Suburban,Banner,Travel,0.0506375,0.1612625,0.00816592984375,5000,0,0.0
35-50,Female,50k-75k,Suburban,Native,Fashion,0.044,0.1204,0.0052975999999999,5000,0,0.0
35-50,Female,50k-75k,Suburban,Native,Finance,0.05006,0.2309,0.011558854,5000,0,0.0
35-50,Female,50k-75k,Suburban,Native,Food,0.0513285714285714,0.2257571428571428,0.011587791632653,5000,0,0.0
35-50,Female,50k-75k,Suburban,Native,Health,0.0524833333333333,0.21605,0.0113390241666666,5000,0,0.0
35-50,Female,50k-75k,Suburban,Native,Technology,0.0459777777777777,0.1991777777777778,0.0091577516049382,5000,0,0.0
35-50,Female,50k-75k,Suburban,Native,Travel,0.04645,0.203725,0.00946302625,5000,0,0.0
35-50,Female,50k-75k,Suburban,Text,Fashion,0.0392285714285714,0.2779857142857143,0.0109049824489795,5000,0,0.0
35-50,Female,50k-75k,Suburban,Text,Finance,0.0464875,0.1462,0.0067964725,5000,0,0.0
35-50,Female,50k-75k,Suburban,Text,Food,0.0545428571428571,0.2290571428571428,0.0124934310204081,5000,0,0.0
35-50,Female,50k-75k,Suburban,Text,Health,0.03066,0.3214,0.009854124,5000,0,0.0
35-50,Female,50k-75k,Suburban,Text,Technology,0.0575375,0.1991375,0.0114578739062499,5000,0,0.0
35-50,Female,50k-75k,Suburban,Text,Travel,0.0587,0.183375,0.0107641125,5000,0,0.0
35-50,Female,50k-75k,Suburban,Video,Fashion,0.0471545454545454,0.1736727272727272,0.0081894585123966,5000,0,0.0
35-50,Female,50k-75k,Suburban,Video,Finance,0.05366,0.24148,0.0129578167999999,5000,0,0.0
35-50,Female,50k-75k,Suburban,Video,Food,0.05155,0.1460875,0.007530810625,5000,0,0.0
35-50,Female,50k-75k,Suburban,Video,Health,0.0505333333333333,0.2387,0.0120623066666666,5000,0,0.0
35-50,Female,50k-75k,Suburban,Video,Technology,0.0612166666666666,0.222,0.0135901,5000,0,0.0
35-50,Female,50k-75k,Suburban,Video,Travel,0.04908,0.2445,0.01200006,5000,0,0.0
35-50,Female,50k-75k,Urban,Banner,Fashion,0.0564857142857142,0.1055,0.0059592428571428,5000,0,0.0
35-50,Female,50k-75k,Urban,Banner,Finance,0.0546111111111111,0.1358,0.0074161888888888,5000,0,0.0
35-50,Female,50k-75k,Urban,Banner,Food,0.06085,0.143025,0.00870307125,5000,0,0.0
35-50,Female,50k-75k,Urban,Banner,Health,0.0411833333333333,0.1665833333333333,0.0068604569444444,5000,0,0.0
35-50,Female,50k-75k,Urban,Banner,Technology,0.05081,0.19732,0.0100258292,5000,0,0.0
35-50,Female,50k-75k,Urban,Banner,Travel,0.0466181818181818,0.1546909090909091,0.0072114089256198,5000,0,0.0
35-50,Female,50k-75k,Urban,Native,Fashion,0.0626,0.2095,0.0131147,5000,0,0.0
35-50,Female,50k-75k,Urban,Native,Finance,0.0364333333333333,0.2652,0.00966212,5000,0,0.0
35-50,Female,50k-75k,Urban,Native,Food,0.046825,0.18305,0.00857131625,5000,0,0.0
35-50,Female,50k-75k,Urban,Native,Health,0.0564875,0.133425,0.0075368446875,5000,0,0.0
35-50,Female,50k-75k,Urban,Native,Technology,0.0516666666666666,0.2484416666666666,0.0128361527777777,5000,0,0.0
35-50,Female,50k-75k,Urban,Native,Travel,0.0601333333333333,0.3232833333333333,0.0194401044444444,5000,5000,97.200522222222
35-50,Female,50k-75k,Urban,Text,Fashion,0.042475,0.1985875,0.0084350040625,5000,0,0.0
35-50,Female,50k-75k,Urban,Text,Finance,0.046,0.175825,0.00808795,5000,0,0.0
35-50,Female,50k-75k,Urban,Text,Food,0.0659,0.2317833333333333,0.0152745216666666,5000,0,0.0
35-50,Female,50k-75k,Urban,Text,Health,0.0621,0.1329875,0.00825852375,5000,0,0.0
35-50,Female,50k-75k,Urban,Text,Technology,0.0487571428571428,0.2094,0.0102097457142857,5000,0,0.0
35-50,Female,50k-75k,Urban,Text,Travel,0.04313,0.21391,0.0092259383,5000,0,0.0
35-50,Female,50k-75k,Urban,Video,Fashion,0.05475,0.19595,0.0107282625,5000,0,0.0
35-50,Female,50k-75k,Urban,Video,Finance,0.0527,0.20295,0.010695465,5000,0,0.0
35-50,Female,50k-75k,Urban,Video,Food,0.0566833333333333,0.2167833333333333,0.0122880019444444,5000,0,0.0
35-50,Female,50k-75k,Urban,Video,Health,0.0532,0.1441222222222222,0.0076673022222222,5000,0,0.0
35-50,Female,50k-75k,Urban,Video,Technology,0.0443555555555555,0.2148222222222222,0.0095285590123456,5000,0,0.0
35-50,Female,50k-75k,Urban,Video,Travel,0.0433285714285714,0.1659,0.00718821,5000,0,0.0
35-50,Female,75k-100k,Rural,Banner,Fashion,0.0242,0.2846,0.00688732,5000,0,0.0
35-50,Female,75k-100k,Rural,Banner,Finance,0.06305,0.32615,0.0205637574999999,5000,5000,102.8187874999995
35-50,Female,75k-100k,Rural,Banner,Food,0.04985,0.15055,0.0075049175,5000,0,0.0
35-50,Female,75k-100k,Rural,Native,Fashion,0.0702,0.2452666666666666,0.01721772,5000,0,0.0
35-50,Female,75k-100k,Rural,Native,Finance,0.0418,0.2112,0.00882816,5000,0,0.0
35-50,Female,75k-100k,Rural,Native,Health,0.0477,0.06125,0.0029216249999999,5000,0,0.0
35-50,Female,75k-100k,Rural,Native,Technology,0.0704,0.1674,0.01178496,5000,0,0.0
35-50,Female,75k-100k,Rural,Native,Travel,0.0691,0.1256,0.00867896,5000,0,0.0
35-50,Female,75k-100k,Rural,Text,Fashion,0.0643,0.3272,0.02103896,5000,5000,105.1948
35-50,Female,75k-100k,Rural,Text,Finance,0.0599333333333333,0.1789666666666666,0.0107260688888888,5000,0,0.0
35-50,Female,75k-100k,Rural,Text,Food,0.02175,0.28445,0.0061867874999999,5000,0,0.0
35-50,Female,75k-100k,Rural,Text,Health,0.06715,0.0742,0.00498253,5000,0,0.0
35-50,Female,75k-100k,Rural,Text,Technology,0.03,0.12595,0.0037785,5000,0,0.0
35-50,Female,75k-100k,Rural,Text,Travel,0.0318499999999999,0.26765,0.0085246524999999,5000,0,0.0
35-50,Female,75k-100k,Rural,Video,Fashion,0.0556,0.2818,0.0156680799999999,5000,0,0.0
35-50,Female,75k-100k,Rural,Video,Food,0.0601,0.181525,0.0109096525,5000,0,0.0
35-50,Female,75k-100k,Rural,Video,Technology,0.0424333333333333,0.2848333333333333,0.0120864277777777,5000,0,0.0
35-50,Female,75k-100k,Rural,Video,Travel,0.0354499999999999,0.283375,0.0100456437499999,5000,0,0.0
35-50,Female,75k-100k,Suburban,Banner,Fashion,0.06,0.2303,0.013818,5000,0,0.0
35-50,Female,75k-100k,Suburban,Banner,Technology,0.0333,0.2395,0.00797535,5000,0,0.0
35-50,Female,75k-100k,Suburban,Banner,Travel,0.0349499999999999,0.0370999999999999,0.0012966449999999,5000,0,0.0
35-50,Female,75k-100k,Suburban,Native,Fashion,0.0423666666666666,0.1722,0.0072955399999999,5000,0,0.0
35-50,Female,75k-100k,Suburban,Native,Finance,0.0760499999999999,0.0998,0.0075897899999999,5000,0,0.0
35-50,Female,75k-100k,Suburban,Native,Food,0.0587199999999999,0.18986,0.0111485792,5000,0,0.0
35-50,Female,75k-100k,Suburban,Native,Health,0.0416,0.0551,0.00229216,5000,0,0.0
35-50,Female,75k-100k,Suburban,Native,Technology,0.0575,0.3381,0.01944075,5000,5000,97.20375
35-50,Female,75k-100k,Suburban,Native,Travel,0.04155,0.2019,0.008388945,5000,0,0.0
35-50,Female,75k-100k,Suburban,Text,Fashion,0.0569,0.4138,0.02354522,5000,5000,117.72609999999999
35-50,Female,75k-100k,Suburban,Text,Finance,0.044675,0.2546,0.011374255,5000,0,0.0
35-50,Female,75k-100k,Suburban,Text,Food,0.0445,0.1905,0.00847725,5000,0,0.0
35-50,Female,75k-100k,Suburban,Text,Health,0.056,0.16265,0.0091084,5000,0,0.0
35-50,Female,75k-100k,Suburban,Text,Technology,0.0584,0.1352666666666666,0.0078995733333333,5000,0,0.0
35-50,Female,75k-100k,Suburban,Text,Travel,0.05602,0.1601999999999999,0.0089744039999999,5000,0,0.0
35-50,Female,75k-100k,Suburban,Video,Finance,0.0681,0.1301,0.00885981,5000,0,0.0
35-50,Female,75k-100k,Suburban,Video,Food,0.0485,0.1899,0.00921015,5000,0,0.0
35-50,Female,75k-100k,Suburban,Video,Health,0.0453999999999999,0.17935,0.00814249,5000,0,0.0
35-50,Female,75k-100k,Suburban,Video,Technology,0.0452,0.1492,0.0067438399999999,5000,0,0.0
35-50,Female,75k-100k,Suburban,Video,Travel,0.0377,0.2253666666666667,0.0084963233333333,5000,0,0.0
35-50,Female,75k-100k,Urban,Banner,Fashion,0.0502,0.0557,0.00279614,5000,0,0.0
35-50,Female,75k-100k,Urban,Banner,Finance,0.0645599999999999,0.1888599999999999,0.0121928015999999,5000,0,0.0
35-50,Female,75k-100k,Urban,Banner,Food,0.0366,0.256,0.0093696,5000,0,0.0
35-50,Female,75k-100k,Urban,Banner,Technology,0.0526333333333333,0.1143666666666666,0.0060194988888888,5000,0,0.0
35-50,Female,75k-100k,Urban,Banner,Travel,0.0584,0.1634,0.00954256,5000,0,0.0
35-50,Female,75k-100k,Urban,Native,Fashion,0.0566333333333333,0.2148666666666666,0.0121686155555555,5000,0,0.0
35-50,Female,75k-100k,Urban,Native,Finance,0.0663,0.1735,0.0115030499999999,5000,0,0.0
35-50,Female,75k-100k,Urban,Native,Food,0.0593,0.1647,0.00976671,5000,0,0.0
35-50,Female,75k-100k,Urban,Native,Health,0.0728,0.322,0.0234416,5000,5000,117.208
35-50,Female,75k-100k,Urban,Native,Technology,0.0553333333333333,0.1451666666666666,0.0080325555555555,5000,0,0.0
35-50,Female,75k-100k,Urban,Native,Travel,0.0324,0.0572,0.00185328,5000,0,0.0
35-50,Female,75k-100k,Urban,Text,Fashion,0.04915,0.1391,0.006836765,5000,0,0.0
35-50,Female,75k-100k,Urban,Text,Finance,0.03585,0.1818,0.00651753,5000,0,0.0
35-50,Female,75k-100k,Urban,Text,Food,0.07405,0.24605,0.0182200025,5000,5000,91.10001249999999
35-50,Female,75k-100k,Urban,Text,Health,0.0370333333333333,0.3579666666666667,0.0132566988888888,5000,0,0.0
35-50,Female,75k-100k,Urban,Text,Technology,0.06625,0.25805,0.0170958125,5000,0,0.0
35-50,Female,75k-100k,Urban,Text,Travel,0.0708333333333333,0.1944666666666666,0.0137747222222222,5000,0,0.0
35-50,Female,75k-100k,Urban,Video,Fashion,0.04845,0.20425,0.0098959125,5000,0,0.0
35-50,Female,75k-100k,Urban,Video,Finance,0.0382,0.12935,0.00494117,5000,0,0.0
35-50,Female,75k-100k,Urban,Video,Health,0.0455,0.1938333333333333,0.0088194166666666,5000,0,0.0
35-50,Female,75k-100k,Urban,Video,Technology,0.0895,0.26105,0.023363975,5000,5000,116.819875
35-50,Female,75k-100k,Urban,Video,Travel,0.0479,0.24825,0.0118911749999999,5000,0,0.0
35-50,Female,100k+,Rural,Text,Fashion,0.0202,0.1883,0.00380366,5000,0,0.0
35-50,Female,100k+,Rural,Text,Technology,0.04975,0.0886,0.00440785,5000,0,0.0
35-50,Female,100k+,Suburban,Banner,Fashion,0.0271,0.2661,0.0072113099999999,5000,0,0.0
35-50,Female,100k+,Suburban,Native,Finance,0.0036,0.1581,0.00056916,5000,0,0.0
35-50,Female,100k+,Suburban,Text,Technology,0.0446,0.2095,0.0093437,5000,0,0.0
35-50,Female,100k+,Suburban,Video,Technology,0.0203,0.1353,0.0027465899999999,5000,0,0.0
35-50,Female,100k+,Urban,Banner,Fashion,0.0449,0.0821,0.00368629,5000,0,0.0
35-50,Female,100k+,Urban,Text,Food,0.0507,0.3144,0.01594008,5000,0,0.0
35-50,Female,100k+,Urban,Text,Technology,0.0554,0.2391,0.01324614,5000,0,0.0
35-50,Female,100k+,Urban,Text,Travel,0.0632,0.0319,0.00201608,5000,0,0.0
35-50,Female,100k+,Urban,Video,Travel,0.0798,0.3512,0.02802576,5000,5000,140.1288
35-50,Male,0-25k,Rural,Banner,Fashion,0.05005,0.14455,0.0072347275,5000,0,0.0
35-50,Male,0-25k,Rural,Banner,Finance,0.036825,0.1561,0.0057483825,5000,0,0.0
35-50,Male,0-25k,Rural,Banner,Food,0.0436999999999999,0.1495999999999999,0.0065375199999999,5000,0,0.0
35-50,Male,0-25k,Rural,Banner,Technology,0.030875,0.1725249999999999,0.005326709375,5000,0,0.0
