Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR
70,Female,76920.39,Urban,Native,Food,Website,5,2024-02-26 20:45:56.914447,0.247,0.0506
16,Female,48887.77,Urban,Banner,Finance,Website,5,2024-01-12 20:45:56.914447,0.2158,0.0579
28,Female,64029.56,Rural,Text,Health,Search Engine,3,2024-02-02 20:45:56.914447,0.1334,0.0458
23,Female,27180.03,Suburban,Video,Health,Search Engine,6,2023-08-17 20:45:56.914447,0.0415,0.0235
2,Male,10301.17,Rural,Native,Technology,Social Media,6,2023-07-27 20:45:56.914447,0.3493,0.0269
52,Female,65726.37,Rural,Banner,Food,Search Engine,4,2023-07-23 20:45:56.914447,0.0598,0.0516
20,Female,52081.17,Suburban,Banner,Technology,Website,6,2023-12-05 20:45:56.914447,0.2821,0.0649
46,Male,39773.7,Urban,Banner,Finance,Search Engine,7,2023-10-04 20:45:56.914447,0.1963,0.0599
54,Female,37704.02,Urban,Banner,Health,Search Engine,6,2023-07-07 20:45:56.914447,0.422,0.0382
33,Female,47331.22,Rural,Banner,Technology,Website,11,2023-12-29 20:45:56.914447,0.0769,0.0557
19,Female,32844.24,Rural,Text,Health,Search Engine,5,2023-11-20 20:45:56.914447,0.0858,0.0681
-6,Female,16206.62,Rural,Text,Fashion,Website,5,2024-02-03 20:45:56.914447,0.3465,0.0537
44,Other,50606.72,Rural,Native,Finance,Website,7,2023-07-02 20:45:56.914447,0.0381,0.0517
67,Female,70698.61,Rural,Text,Health,Search Engine,4,2023-12-19 20:45:56.914447,0.1942,0.0481
28,Female,22224.65,Suburban,Text,Food,Social Media,5,2023-08-15 20:45:56.914447,0.399,0.0537
41,Male,78930.21,Rural,Text,Technology,Search Engine,6,2024-01-01 20:45:56.914447,0.3382,0.0874
29,Female,78924.4,Rural,Banner,Food,Search Engine,4,2023-08-23 20:45:56.914447,0.1052,0.0282
25,Female,69391.07,Suburban,Video,Health,Search Engine,9,2023-09-05 20:45:56.914447,0.324,0.0612
58,Male,30407.84,Rural,Video,Technology,Social Media,4,2024-02-22 20:45:56.914447,0.1766,0.0739
37,Male,71198.49,Urban,Native,Finance,Social Media,5,2023-06-13 20:45:56.914447,0.2727,0.0641
35,Male,42364.2,Rural,Text,Travel,Website,2,2023-11-14 20:45:56.914447,0.1578,0.0395
36,Female,61451.61,Suburban,Banner,Health,Search Engine,6,2024-02-10 20:45:56.914447,0.1046,0.0616
36,Male,28382.52,Urban,Banner,Food,Search Engine,4,2023-10-26 20:45:56.914447,0.0814,0.076
10,Male,63987.35,Suburban,Video,Fashion,Social Media,3,2024-02-25 20:45:56.914447,0.1315,0.0373
32,Female,51169.42,Rural,Text,Fashion,Search Engine,4,2023-09-05 20:45:56.914447,0.1663,0.0593
60,Female,39694.96,Urban,Banner,Fashion,Search Engine,1,2023-12-13 20:45:56.914447,0.0681,0.0759
46,Female,42452.62,Urban,Banner,Technology,Search Engine,7,2023-11-29 20:45:56.914447,0.0564,0.0526
26,Female,31536.93,Suburban,Native,Fashion,Social Media,4,2023-09-11 20:45:56.914447,0.5044,0.0222
37,Male,48785.5,Suburban,Native,Food,Search Engine,2,2023-07-29 20:45:56.914447,0.3028,0.0312
53,Female,99110.32,Urban,Banner,Finance,Website,6,2023-05-12 20:45:56.914447,0.2919,0.039
39,Male,5844.18,Urban,Text,Food,Social Media,5,2023-07-03 20:45:56.914447,0.1181,0.0339
72,Male,80102.56,Urban,Text,Technology,Social Media,7,2024-01-23 20:45:56.914447,0.0715,0.0541
40,Female,25479.17,Urban,Banner,Fashion,Search Engine,6,2024-03-23 20:45:56.914447,0.3006,0.0708
38,Male,45340.87,Suburban,Text,Finance,Social Media,8,2023-09-04 20:45:56.914447,0.1461,0.0506
18,Female,25266.2,Suburban,Banner,Travel,Search Engine,7,2024-03-30 20:45:56.914447,0.1732,0.0454
9,Female,43540.75,Suburban,Video,Technology,Website,10,2023-08-21 20:45:56.914447,0.4081,0.0485
50,Female,21609.03,Rural,Banner,Food,Social Media,6,2023-11-12 20:45:56.914447,0.0612,0.0439
29,Female,46336.81,Rural,Text,Health,Website,7,2023-12-08 20:45:56.914447,0.1449,0.0673
23,Female,85812.52,Rural,Video,Technology,Search Engine,3,2023-11-10 20:45:56.914447,0.1205,0.0616
43,Other,54591.09,Urban,Banner,Health,Search Engine,7,2024-04-01 20:45:56.914447,0.1036,0.062
25,Other,54359.26,Suburban,Native,Health,Social Media,6,2024-04-11 20:45:56.914447,0.07,0.0343
45,Male,56943.15,Urban,Native,Technology,Social Media,4,2023-12-22 20:45:56.914447,0.1844,0.0764
38,Female,54627.89,Suburban,Banner,Food,Website,1,2024-03-25 20:45:56.914447,0.231,0.0584
25,Female,48781.58,Urban,Video,Finance,Search Engine,2,2023-09-02 20:45:56.914447,0.0529,0.0548
38,Other,47842.99,Urban,Video,Technology,Social Media,5,2023-10-19 20:45:56.914447,0.1666,0.0721
12,Other,59330.07,Urban,Video,Food,Search Engine,2,2023-11-10 20:45:56.914447,0.2827,0.0342
41,Female,72487.99,Suburban,Native,Travel,Social Media,4,2023-07-03 20:45:56.914447,0.3006,0.0758
27,Male,68350.0,Rural,Video,Technology,Social Media,4,2024-04-16 20:45:56.914447,0.1309,0.0404
34,Female,54187.58,Rural,Video,Health,Search Engine,5,2024-01-22 20:45:56.914447,0.1675,0.063
53,Female,82780.09,Urban,Banner,Technology,Social Media,4,2023-10-28 20:45:56.914447,0.3052,0.0733
35,Male,23608.41,Rural,Video,Food,Search Engine,6,2024-01-05 20:45:56.914447,0.3452,0.0394
25,Female,46639.31,Suburban,Video,Health,Website,5,2024-02-29 20:45:56.914447,0.4353,0.0418
49,Female,39653.2,Urban,Video,Fashion,Website,7,2023-12-01 20:45:56.914447,0.1467,0.0643
34,Male,62592.1,Rural,Native,Finance,Website,5,2023-05-11 20:45:56.914447,0.203,0.0437
53,Female,71858.6,Urban,Video,Finance,Website,7,2024-03-10 20:45:56.914447,0.2946,0.0506
23,Female,19866.43,Suburban,Video,Finance,Website,4,2023-08-06 20:45:56.914447,0.2103,0.07
30,Female,75365.09,Suburban,Banner,Fashion,Social Media,6,2023-07-06 20:45:56.914447,0.2119,0.0411
20,Female,42660.02,Rural,Video,Food,Search Engine,5,2023-11-03 20:45:56.914447,0.1173,0.0847
15,Other,48742.97,Urban,Banner,Fashion,Website,6,2023-08-02 20:45:56.914447,0.0835,0.0717
37,Male,42822.99,Urban,Banner,Finance,Social Media,4,2023-05-14 20:45:56.914447,0.1378,0.0465
25,Male,33395.75,Rural,Banner,Health,Website,7,2023-10-18 20:45:56.914447,0.2909,0.0267
23,Male,55084.8,Urban,Native,Travel,Social Media,6,2024-01-10 20:45:56.914447,0.4684,0.0453
37,Female,42916.21,Rural,Video,Technology,Social Media,6,2023-08-14 20:45:56.914447,0.1732,0.0531
19,Female,67014.42,Urban,Text,Health,Website,6,2023-09-19 20:45:56.914447,0.2708,0.0651
33,Female,37607.63,Rural,Native,Fashion,Website,9,2023-05-15 20:45:56.914447,0.1861,0.0508
27,Male,27984.89,Rural,Video,Finance,Search Engine,7,2024-01-02 20:45:56.914447,0.2585,0.0364
62,Male,60028.9,Suburban,Banner,Technology,Social Media,3,2024-03-16 20:45:56.914447,0.1735,0.071
22,Male,32786.68,Suburban,Text,Travel,Search Engine,9,2024-04-09 20:45:56.914447,0.3702,0.0417
14,Female,58997.28,Suburban,Text,Technology,Social Media,4,2023-07-10 20:45:56.914447,0.1675,0.0488
26,Female,54383.73,Urban,Video,Finance,Social Media,2,2023-08-17 20:45:56.914447,0.2797,0.0538
37,Female,20948.32,Rural,Banner,Fashion,Website,4,2023-05-31 20:45:56.914447,0.1488,0.0825
21,Male,46853.37,Suburban,Video,Finance,Social Media,6,2023-07-16 20:45:56.914447,0.3006,0.0517
26,Other,42659.2,Suburban,Video,Travel,Website,6,2024-01-16 20:45:56.914447,0.2558,0.0459
15,Male,73899.67,Suburban,Banner,Fashion,Website,1,2024-04-12 20:45:56.914447,0.2116,0.0476
22,Female,75562.01,Urban,Banner,Health,Search Engine,5,2023-11-08 20:45:56.914447,0.2835,0.0311
40,Male,42461.11,Suburban,Text,Food,Website,2,2023-09-19 20:45:56.914447,0.3656,0.0436
48,Female,32002.09,Rural,Video,Fashion,Social Media,2,2023-08-12 20:45:56.914447,0.1996,0.0424
40,Female,47339.08,Suburban,Banner,Finance,Social Media,4,2023-12-29 20:45:56.914447,0.2088,0.0654
49,Male,7765.83,Suburban,Text,Health,Search Engine,5,2023-08-20 20:45:56.914447,0.1431,0.0564
33,Female,42100.94,Suburban,Native,Technology,Search Engine,4,2023-10-12 20:45:56.914447,0.0986,0.0552
44,Female,78286.95,Urban,Video,Health,Website,10,2024-01-30 20:45:56.914447,0.0821,0.0507
41,Female,50277.97,Urban,Text,Travel,Website,7,2023-11-14 20:45:56.914447,0.1159,0.0428
34,Male,90913.5,Rural,Text,Fashion,Website,7,2024-01-13 20:45:56.914447,0.0568,0.0445
-1,Other,14511.2,Urban,Text,Finance,Search Engine,4,2024-01-03 20:45:56.914447,0.1815,0.0389
32,Female,49816.86,Rural,Banner,Fashion,Search Engine,6,2023-05-31 20:45:56.914447,0.2444,0.0661
48,Male,-3660.42,Suburban,Text,Fashion,Search Engine,7,2023-08-11 20:45:56.914447,0.2814,0.0671
22,Male,44339.57,Urban,Banner,Fashion,Search Engine,6,2024-04-17 20:45:56.914447,0.1271,0.0325
62,Male,61669.3,Rural,Video,Health,Social Media,5,2024-01-22 20:45:56.914447,0.2259,0.0428
47,Male,96919.75,Urban,Video,Fashion,Social Media,3,2024-03-27 20:45:56.914447,0.2918,0.0553
57,Male,31326.76,Urban,Native,Health,Social Media,3,2023-08-13 20:45:56.914447,0.4279,0.0283
61,Male,28911.13,Suburban,Video,Travel,Website,6,2024-01-10 20:45:56.914447,0.1847,0.065
3,Female,69956.75,Rural,Video,Health,Social Media,11,2023-06-01 20:45:56.914447,0.1791,0.0557
49,Female,66273.48,Suburban,Banner,Travel,Search Engine,4,2024-03-17 20:45:56.914447,0.0645,0.0745
38,Male,67411.48,Suburban,Banner,Technology,Social Media,4,2024-03-03 20:45:56.914447,0.1263,0.0683
52,Male,41018.97,Suburban,Native,Travel,Website,6,2023-06-27 20:45:56.914447,0.2242,0.042
49,Male,41079.46,Urban,Text,Food,Search Engine,4,2023-06-02 20:45:56.914447,0.2042,0.0627
26,Female,33161.72,Suburban,Text,Food,Social Media,6,2023-04-29 20:45:56.914447,0.3083,0.0714
20,Male,55169.24,Urban,Video,Fashion,Search Engine,5,2023-12-25 20:45:56.914447,0.312,0.0661
20,Other,55092.44,Urban,Text,Technology,Website,8,2024-02-02 20:45:56.914447,0.0277,0.0218
37,Female,51658.99,Suburban,Text,Finance,Website,6,2024-01-02 20:45:56.914447,0.1155,0.0303
21,Male,53944.87,Rural,Native,Food,Social Media,6,2023-11-26 20:45:56.914447,0.1585,0.0452
20,Female,4725.39,Rural,Video,Finance,Search Engine,4,2024-01-07 20:45:56.914447,0.2575,0.0364
25,Male,43400.24,Urban,Banner,Health,Social Media,4,2023-06-06 20:45:56.914447,0.075,0.0381
39,Female,11429.13,Urban,Video,Health,Social Media,7,2024-02-15 20:45:56.914447,0.2005,0.0867
22,Male,70540.49,Urban,Banner,Travel,Website,4,2024-03-16 20:45:56.914447,0.2097,0.0472
50,Male,18985.78,Suburban,Native,Health,Search Engine,4,2024-01-05 20:45:56.914447,0.1909,0.0637
23,Male,40464.19,Suburban,Video,Travel,Social Media,7,2024-02-23 20:45:56.914447,0.1841,0.0466
55,Female,57753.71,Urban,Banner,Health,Social Media,3,2023-08-28 20:45:56.914447,0.288,0.0579
19,Female,69618.85,Urban,Text,Fashion,Website,7,2023-06-12 20:45:56.914447,0.0547,0.0573
31,Male,37016.33,Suburban,Text,Finance,Search Engine,7,2024-03-06 20:45:56.914447,0.0892,0.0549
36,Male,54062.91,Urban,Banner,Fashion,Social Media,8,2023-08-05 20:45:56.914447,0.0812,0.0222
20,Male,67226.75,Suburban,Video,Technology,Social Media,9,2023-06-27 20:45:56.914447,0.1018,0.0483
23,Male,68558.72,Urban,Video,Technology,Website,8,2023-09-09 20:45:56.914447,0.0299,0.0604
38,Other,56332.14,Rural,Native,Finance,Social Media,7,2024-01-26 20:45:56.914447,0.0575,0.0406
28,Male,57192.47,Rural,Native,Travel,Website,6,2023-12-01 20:45:56.914447,0.5319,0.088
26,Other,51113.2,Suburban,Text,Fashion,Social Media,2,2024-02-14 20:45:56.914447,0.3626,0.0249
28,Male,103209.36,Rural,Banner,Health,Search Engine,9,2023-12-28 20:45:56.914447,0.1873,0.0959
37,Female,42880.61,Urban,Native,Finance,Website,5,2023-11-06 20:45:56.914447,0.1369,0.0448
22,Male,33718.86,Rural,Text,Food,Social Media,5,2024-04-01 20:45:56.914447,0.1778,0.0556
59,Male,75219.78,Urban,Video,Health,Search Engine,5,2023-06-07 20:45:56.914447,0.4649,0.0341
6,Other,64019.08,Suburban,Native,Food,Website,5,2023-05-21 20:45:56.914447,0.3469,0.0632
35,Female,82046.95,Suburban,Native,Finance,Social Media,6,2023-10-23 20:45:56.914447,0.1487,0.0521
32,Female,16267.59,Urban,Text,Fashion,Social Media,6,2024-02-23 20:45:56.914447,0.1321,0.0502
29,Female,42920.88,Urban,Video,Finance,Website,8,2024-02-01 20:45:56.914447,0.0817,0.0513
13,Male,54106.8,Suburban,Banner,Food,Website,3,2023-05-08 20:45:56.914447,0.2969,0.033
44,Female,47653.29,Urban,Banner,Finance,Website,5,2023-10-16 20:45:56.914447,0.3922,0.0353
9,Male,51722.55,Suburban,Native,Travel,Website,4,2023-09-17 20:45:56.914447,0.4078,0.0571
42,Male,-19790.61,Suburban,Banner,Health,Social Media,6,2023-11-04 20:45:56.914447,0.0244,0.0307
33,Female,40065.31,Rural,Banner,Food,Search Engine,5,2023-05-01 20:45:56.914447,0.2497,0.0575
26,Male,49709.52,Urban,Text,Food,Website,6,2024-01-08 20:45:56.914447,0.2533,0.0927
15,Male,57488.73,Suburban,Native,Food,Search Engine,1,2023-08-06 20:45:56.914447,0.2959,0.0735
24,Female,31649.26,Suburban,Video,Travel,Search Engine,6,2023-07-10 20:45:56.914447,0.1951,0.0467
0,Male,20863.68,Rural,Native,Food,Search Engine,8,2023-05-26 20:45:56.914447,0.121,0.0472
44,Female,65754.45,Rural,Video,Health,Search Engine,3,2023-12-10 20:45:56.914447,0.1244,0.0919
37,Other,63937.51,Urban,Text,Food,Website,7,2024-04-15 20:45:56.914447,0.4896,0.0605
42,Male,26678.8,Urban,Text,Health,Social Media,11,2023-11-21 20:45:56.914447,0.2806,0.0707
16,Female,79503.95,Suburban,Text,Travel,Website,4,2023-07-20 20:45:56.914447,0.0938,0.0732
26,Male,46123.3,Suburban,Native,Finance,Website,2,2023-06-16 20:45:56.914447,0.2082,0.0414
43,Female,49470.51,Rural,Native,Fashion,Website,8,2023-10-21 20:45:56.914447,0.1192,0.0327
38,Other,23474.02,Suburban,Native,Food,Social Media,5,2024-01-26 20:45:56.914447,0.3367,0.0697
51,Male,50475.41,Urban,Native,Finance,Search Engine,6,2023-09-16 20:45:56.914447,0.1535,0.0386
41,Other,1791.27,Urban,Banner,Travel,Search Engine,4,2023-11-21 20:45:56.914447,0.4775,0.058
40,Male,37045.64,Rural,Native,Fashion,Social Media,5,2024-01-17 20:45:56.914447,0.2004,0.0416
37,Female,60119.89,Urban,Text,Finance,Social Media,4,2023-10-25 20:45:56.914447,0.3093,0.0387
56,Male,57021.63,Urban,Video,Fashion,Website,5,2024-03-27 20:45:56.914447,0.0999,0.0375
27,Female,57750.25,Rural,Video,Travel,Search Engine,11,2023-07-07 20:45:56.914447,0.0075,0.0649
25,Female,74374.37,Suburban,Text,Travel,Search Engine,2,2023-05-18 20:45:56.914447,0.3868,0.0635
35,Female,45183.81,Urban,Banner,Technology,Website,8,2023-09-05 20:45:56.914447,0.1365,0.046
34,Male,62177.93,Urban,Text,Food,Website,5,2023-06-24 20:45:56.914447,0.1685,0.0512
31,Other,43381.32,Suburban,Native,Health,Social Media,6,2023-11-02 20:45:56.914447,0.1229,0.0259
48,Male,86653.72,Suburban,Video,Travel,Search Engine,4,2023-12-31 20:45:56.914447,0.3186,0.0658
40,Male,54739.96,Rural,Native,Food,Search Engine,9,2023-10-24 20:45:56.914447,0.1896,0.0869
27,Male,43435.67,Suburban,Video,Health,Social Media,4,2023-07-28 20:45:56.914447,0.1175,0.0842
67,Male,45450.55,Urban,Video,Health,Website,7,2023-09-29 20:45:56.914447,0.2718,0.0108
26,Female,45853.35,Rural,Native,Food,Website,6,2023-05-08 20:45:56.914447,0.1291,0.0347
43,Male,28322.24,Suburban,Video,Technology,Search Engine,4,2023-12-14 20:45:56.914447,0.2651,0.0488
22,Male,6318.27,Suburban,Video,Travel,Website,5,2023-06-28 20:45:56.914447,0.4833,0.0369
26,Male,40672.95,Suburban,Video,Fashion,Website,6,2023-06-17 20:45:56.914447,0.0537,0.0479
29,Female,90436.81,Suburban,Banner,Health,Website,1,2024-02-28 20:45:56.914447,0.3034,0.0352
62,Female,68899.64,Urban,Native,Finance,Social Media,3,2024-01-31 20:45:56.914447,0.4309,0.0343
36,Male,30042.05,Urban,Native,Health,Social Media,6,2024-03-23 20:45:56.914447,0.051,0.0089
37,Female,77324.99,Suburban,Native,Travel,Search Engine,7,2023-08-11 20:45:56.914447,0.2756,0.0466
13,Male,84298.38,Suburban,Video,Technology,Social Media,4,2024-03-02 20:45:56.914447,0.1049,0.0597
38,Male,44596.99,Rural,Video,Travel,Search Engine,2,2023-09-21 20:45:56.914447,0.1567,0.0601
19,Female,33097.03,Urban,Native,Finance,Search Engine,10,2023-08-12 20:45:56.914447,0.0858,0.0609
24,Female,17390.4,Urban,Banner,Food,Search Engine,3,2023-07-04 20:45:56.914447,0.1346,0.0753
41,Other,34078.59,Urban,Text,Health,Social Media,1,2023-08-09 20:45:56.914447,0.0321,0.0019
27,Male,74554.08,Rural,Video,Travel,Website,8,2024-04-09 20:45:56.914447,0.1442,0.0303
57,Other,14294.5,Rural,Banner,Finance,Website,3,2023-11-29 20:45:56.914447,0.123,0.0536
54,Female,74961.75,Rural,Native,Health,Website,5,2023-06-06 20:45:56.914447,0.1447,0.0371
37,Male,42036.23,Urban,Native,Health,Website,3,2023-12-17 20:45:56.914447,0.0764,0.0424
36,Female,35265.9,Suburban,Native,Finance,Website,2,2024-01-27 20:45:56.914447,0.3733,0.074
32,Female,41729.52,Rural,Banner,Travel,Website,3,2023-11-25 20:45:56.914447,0.1916,0.0556
39,Female,60158.17,Suburban,Banner,Fashion,Search Engine,1,2023-08-21 20:45:56.914447,0.298,0.0603
42,Other,51801.27,Rural,Native,Health,Search Engine,8,2023-11-19 20:45:56.914447,0.2973,0.0881
31,Male,24018.09,Urban,Banner,Fashion,Search Engine,8,2023-05-25 20:45:56.914447,0.258,0.0611
17,Female,36077.66,Rural,Banner,Finance,Website,6,2023-07-08 20:45:56.915356,0.4319,0.0485
38,Female,57560.73,Rural,Text,Food,Social Media,5,2023-09-28 20:45:56.915356,0.4346,0.0663
37,Female,69239.35,Suburban,Text,Finance,Social Media,3,2023-04-27 20:45:56.915356,0.1546,0.0282
24,Male,93636.18,Rural,Video,Technology,Social Media,8,2023-05-27 20:45:56.915356,0.0312,0.0803
34,Male,58474.09,Suburban,Video,Travel,Social Media,4,2023-10-20 20:45:56.915356,0.3268,0.0592
22,Other,63680.32,Rural,Banner,Finance,Website,7,2023-06-12 20:45:56.915356,0.1352,0.057
44,Male,63969.91,Urban,Banner,Finance,Website,7,2024-04-19 20:45:56.915356,0.057,0.083
37,Male,44971.5,Suburban,Native,Travel,Website,5,2023-11-20 20:45:56.915356,0.1105,0.0788
37,Female,15412.43,Urban,Banner,Food,Website,4,2023-09-04 20:45:56.915356,0.1518,0.0477
45,Male,57335.49,Urban,Native,Food,Website,7,2023-11-12 20:45:56.915356,0.3907,0.0643
67,Female,72650.53,Urban,Native,Fashion,Search Engine,5,2023-06-24 20:45:56.915356,0.2486,0.0816
35,Male,65367.53,Rural,Text,Travel,Search Engine,2,2024-03-13 20:45:56.915356,0.318,0.0549
43,Female,26940.43,Urban,Video,Finance,Website,5,2023-07-07 20:45:56.915356,0.1103,0.0668
51,Male,58647.64,Rural,Video,Fashion,Website,6,2024-01-06 20:45:56.915356,0.098,0.0431
33,Male,96303.67,Suburban,Text,Travel,Social Media,5,2024-02-27 20:45:56.915356,0.3221,0.0713
48,Female,56162.12,Suburban,Banner,Technology,Website,5,2024-01-19 20:45:56.915356,0.1921,0.0711
53,Male,37502.0,Urban,Text,Fashion,Search Engine,6,2023-07-29 20:45:56.915356,0.1827,0.0406
35,Female,60095.69,Suburban,Native,Fashion,Search Engine,4,2023-12-09 20:45:56.915356,0.3237,0.0742
77,Male,62996.04,Urban,Text,Health,Search Engine,6,2023-12-20 20:45:56.915356,0.2405,0.0747
8,Male,85957.54,Suburban,Banner,Health,Social Media,3,2023-07-04 20:45:56.915356,0.4365,0.0521
23,Male,57799.54,Urban,Video,Fashion,Search Engine,4,2023-11-27 20:45:56.915356,0.3311,0.0443
17,Male,40004.56,Urban,Video,Technology,Website,3,2024-02-02 20:45:56.915356,0.217,0.0767
52,Male,46843.87,Rural,Video,Technology,Social Media,9,2023-12-28 20:45:56.915356,0.1847,0.0386
39,Other,10655.06,Rural,Native,Travel,Search Engine,4,2023-11-23 20:45:56.915356,0.2039,0.0325
23,Male,43648.02,Suburban,Banner,Travel,Search Engine,4,2023-12-08 20:45:56.915356,0.0875,0.0327
46,Male,48287.33,Rural,Banner,Finance,Search Engine,6,2024-01-15 20:45:56.915356,0.0286,0.0445
30,Male,31624.65,Urban,Native,Fashion,Website,2,2023-04-26 20:45:56.915356,0.1582,0.0181
74,Male,68925.89,Urban,Native,Fashion,Search Engine,4,2023-07-26 20:45:56.915356,0.0685,0.0781
27,Female,46219.42,Suburban,Video,Finance,Social Media,6,2023-05-01 20:45:56.915356,0.0271,0.0187
51,Male,51052.1,Urban,Banner,Health,Search Engine,7,2023-05-04 20:45:56.915356,0.28,0.0588
19,Other,65343.81,Urban,Text,Finance,Search Engine,5,2023-08-28 20:45:56.915356,0.1285,0.071
43,Female,50104.26,Urban,Native,Travel,Search Engine,4,2023-05-22 20:45:56.915356,0.4871,0.0614
28,Female,62199.62,Rural,Native,Fashion,Social Media,4,2023-06-08 20:45:56.915356,0.2065,0.0464
15,Female,61015.93,Suburban,Native,Health,Search Engine,4,2023-04-22 20:45:56.915356,0.2219,0.0391
4,Male,23286.59,Urban,Text,Finance,Search Engine,7,2023-06-07 20:45:56.915356,0.2278,0.0555
30,Male,72370.26,Urban,Native,Food,Search Engine,6,2023-05-10 20:45:56.915356,0.1024,0.0
49,Female,28173.12,Urban,Banner,Health,Search Engine,3,2024-02-04 20:45:56.915356,0.0579,0.0492
35,Female,74182.96,Urban,Banner,Finance,Website,5,2023-06-01 20:45:56.915356,0.0856,0.0711
13,Male,64799.62,Suburban,Banner,Travel,Website,8,2023-07-10 20:45:56.915356,0.1486,0.0452
56,Male,52250.29,Rural,Banner,Finance,Website,6,2023-05-28 20:45:56.915356,0.3203,0.0602
41,Female,8072.63,Suburban,Banner,Travel,Website,7,2023-07-26 20:45:56.915356,0.2148,0.0598
46,Male,44927.81,Suburban,Native,Fashion,Website,8,2023-12-26 20:45:56.915356,0.1128,0.0645
41,Male,20167.41,Suburban,Native,Finance,Website,6,2024-04-07 20:45:56.915356,0.2752,0.0777
73,Male,63976.57,Suburban,Native,Health,Social Media,8,2023-11-27 20:45:56.915356,0.0588,0.0681
37,Female,71006.25,Rural,Native,Technology,Social Media,9,2023-09-24 20:45:56.915356,0.2066,0.0817
22,Female,35928.26,Urban,Banner,Technology,Search Engine,2,2023-06-07 20:45:56.915356,0.0277,0.0863
51,Male,40700.5,Rural,Native,Health,Search Engine,6,2023-10-30 20:45:56.915356,0.3335,0.0446
2,Male,57588.75,Suburban,Text,Health,Website,5,2024-03-26 20:45:56.915356,0.096,0.0525
39,Female,65323.31,Suburban,Native,Technology,Search Engine,8,2023-11-01 20:45:56.915356,0.1765,0.0707
29,Male,38055.47,Rural,Video,Technology,Search Engine,4,2024-01-06 20:45:56.915356,0.2334,0.0723
54,Other,28753.2,Suburban,Text,Finance,Social Media,8,2023-09-22 20:45:56.915356,0.1508,0.0749
35,Other,49431.38,Suburban,Native,Technology,Search Engine,3,2024-02-26 20:45:56.915356,0.4923,0.0618
23,Male,76037.54,Rural,Native,Travel,Social Media,5,2023-06-22 20:45:56.915356,0.285,0.059
37,Female,31143.63,Suburban,Video,Technology,Website,6,2023-12-11 20:45:56.915356,0.3205,0.0386
15,Female,45495.58,Rural,Native,Health,Social Media,6,2023-11-17 20:45:56.915356,0.2076,0.0422
62,Male,42373.34,Urban,Native,Food,Social Media,5,2023-08-19 20:45:56.915356,0.0409,0.0386
31,Male,30994.71,Urban,Text,Travel,Website,4,2023-10-07 20:45:56.915356,0.3249,0.0779
45,Male,51535.24,Suburban,Video,Technology,Search Engine,5,2024-02-19 20:45:56.915356,0.1339,0.0744
25,Female,65379.18,Urban,Video,Travel,Social Media,8,2024-04-19 20:45:56.915356,0.0621,0.068
41,Female,48411.52,Suburban,Video,Fashion,Website,7,2024-03-23 20:45:56.915356,0.1859,0.0305
33,Female,54840.68,Suburban,Native,Health,Search Engine,2,2023-08-29 20:45:56.915356,0.2433,0.0297
63,Male,78673.04,Urban,Text,Finance,Social Media,2,2024-03-03 20:45:56.915356,0.2645,0.0473
12,Male,80501.96,Urban,Text,Travel,Search Engine,12,2023-08-10 20:45:56.915356,0.3187,0.0768
28,Male,22898.8,Suburban,Video,Food,Website,2,2024-02-02 20:45:56.915356,0.3273,0.0601
27,Female,60840.46,Urban,Native,Travel,Social Media,4,2023-08-04 20:45:56.915356,0.1337,0.0343
16,Male,65190.17,Suburban,Text,Health,Social Media,0,2024-02-08 20:45:56.915356,0.4525,0.0357
33,Male,53701.05,Suburban,Text,Travel,Search Engine,2,2023-07-14 20:45:56.915356,0.0364,0.0485
47,Female,68515.47,Rural,Banner,Technology,Social Media,4,2023-10-25 20:45:56.915356,0.2051,0.0417
24,Female,55404.03,Rural,Video,Travel,Social Media,4,2024-01-26 20:45:56.915356,0.1034,0.0347
34,Male,73393.64,Urban,Text,Technology,Website,3,2023-10-28 20:45:56.915356,0.0694,0.0708
41,Male,66212.62,Urban,Video,Technology,Social Media,2,2023-06-20 20:45:56.915356,0.2698,0.0471
43,Male,28322.96,Rural,Text,Finance,Search Engine,3,2024-04-04 20:45:56.915356,0.1361,0.0639
27,Female,59468.77,Urban,Video,Finance,Social Media,5,2023-10-30 20:45:56.915356,0.049,0.041
-1,Male,40868.6,Suburban,Text,Finance,Social Media,2,2023-10-28 20:45:56.915356,0.1578,0.0456
28,Female,76115.37,Urban,Video,Health,Website,3,2023-12-28 20:45:56.915356,0.2057,0.0522
66,Female,78961.48,Rural,Video,Technology,Social Media,8,2024-02-25 20:45:56.915356,0.1811,0.0692
20,Female,39440.81,Urban,Video,Technology,Search Engine,6,2023-06-23 20:45:56.915356,0.2283,0.0269
19,Female,62934.8,Rural,Banner,Fashion,Website,5,2024-01-17 20:45:56.915356,0.3041,0.062
38,Female,83096.22,Urban,Text,Finance,Search Engine,3,2023-11-22 20:45:56.915356,0.1663,0.0361
35,Male,48823.29,Suburban,Video,Fashion,Website,4,2023-05-25 20:45:56.915356,0.1418,0.0286
24,Female,20557.97,Suburban,Text,Finance,Website,6,2023-05-15 20:45:56.915356,0.1403,0.0389
34,Female,31991.32,Suburban,Text,Food,Website,8,2023-05-19 20:45:56.915356,0.2573,0.0672
